# 现代汉语词典（第7版）-2016年
# 原始词条：70,101（合并后67,439）
#
# 字词	序号	完整字词	拼音

坝	00745	坝（③④垻、壩）	bà
坝塘	00746	坝塘	bàtáng
坝田	00747	坝田	bàtián
坝子	00748	坝子	bà·zi
把	00749	把（⁑欛）	bà
把子	00750	把子	bà·zi
弝	00751	弝	bà
爸	00752	爸	bà
爸爸	00753	爸爸	bà·ba
耙	00754	耙	bà
罢	00755	罢（罷）	bà
罢笔	00756	罢笔	bà//bǐ
罢黜	00757	罢黜	bàchù
罢工	00758	罢工	bà//gōng
罢官	00759	罢官	bà//guān
罢教	00760	罢教	bà//jiào
罢考	00761	罢考	bà//kǎo
罢课	00762	罢课	bà//kè
罢了	00763	罢了	bà·le
罢练	00764	罢练	bà//liàn
罢了	00765	罢了	bàliǎo
罢论	00766	罢论	bàlùn
罢免	00767	罢免	bàmiǎn
罢免权	00768	罢免权	bàmiǎnquán
罢赛	00769	罢赛	bà//sài
罢市	00770	罢市	bà//shì
罢手	00771	罢手	bà//shǒu
罢讼	00772	罢讼	bàsòng
罢诉	00773	罢诉	bàsù
罢休	00774	罢休	bàxiū
罢演	00775	罢演	bà//yǎn
罢战	00776	罢战	bàzhàn
罢职	00777	罢职	bà//zhí
𫜨	00778	𫜨（䶕）	bà
鲅	00779	鲅（鮁）	bà
鲌	00780	鲌（鮊）	bà
䎬	00781	䎬（䎱）	bà
霸	00782	霸（⁎覇）	bà
霸持	00783	霸持	bàchí
霸道	00784	霸道	bàdào
霸道	00785	霸道	bà·dao
霸气	00786	霸气	bàqì
霸气	00787	霸气	bà·qi
霸权	00788	霸权	bàquán
霸权主义	00789	霸权主义	bàquán zhǔyì
霸王	00790	霸王	bàwáng
霸王鞭	00791	霸王鞭1	bàwángbiān
霸王鞭	00792	霸王鞭2	bàwángbiān
霸王条款	00793	霸王条款	bàwáng tiáokuǎn
霸业	00794	霸业	bàyè
霸占	00795	霸占	bàzhàn
霸主	00796	霸主	bàzhǔ
灞	00797	灞	Bà
吧	00798	吧	·ba
罢	00799	罢（罷）	·ba
㓦	00800	㓦	bāi
㓦划	00801	㓦划	bāi·hua（口语里多读bāi·huai）
掰	00802	掰	bāi
掰腕子	00803	掰腕子	bāi wàn·zi
𨃅	00804	𨃅	bāi
𨃅子	00805	𨃅子	bāi·zi
擘	00806	擘	bāi
白	00807	白1	bái
白	00808	白2	bái
白	00809	白3	bái
白	00810	白4	Bái
白皑皑	00811	白皑皑	bái’ái’ái
白矮星	00812	白矮星	bái’ǎixīng
白案	00813	白案	bái’àn
白白	00814	白白	báibái
白班	00815	白班	báibān
白板	00816	白板	báibǎn
白版	00817	白版	báibǎn
白榜	00818	白榜	báibǎng
白报纸	00819	白报纸	báibàozhǐ
白璧微瑕	00820	白璧微瑕	báibì-wēixiá
白璧无瑕	00821	白璧无瑕	báibì-wúxiá
白醭	00822	白醭	báibú
白不呲咧	00823	白不呲咧	bái·bucīliē
白菜	00824	白菜	báicài
白菜价	00825	白菜价	báicàijià
白茬儿	00826	白茬儿	báichár
白茶	00827	白茶	báichá
白楂儿	00828	白楂儿	báichár
白槎儿	00829	白槎儿	báichár
白碴儿	00830	白碴儿	báichár
白痴	00831	白痴	báichī
白炽灯	00832	白炽灯	báichìdēng
白唇鹿	00833	白唇鹿	báichúnlù
白醋	00834	白醋	báicù
白搭	00835	白搭	báidā
白带	00836	白带	báidài
白道	00837	白道1	báidào
白道	00838	白道2	báidào
白地	00839	白地1	báidì
白地	00840	白地2	báidì
白癜风	00841	白癜风	báidiànfēng
白丁	00842	白丁	báidīng
白垩	00843	白垩	bái’è
白矾	00844	白矾	báifán
白饭	00845	白饭	báifàn
白费	00846	白费	báifèi
白粉	00847	白粉	báifěn
白干儿	00848	白干儿	báigānr
白宫	00849	白宫	Bái Gōng
白骨	00850	白骨	báigǔ
白骨顶	00851	白骨顶	báigǔdǐng
白骨精	00852	白骨精	Báigǔjīng
白鹳	00853	白鹳	báiguàn
白果	00854	白果	báiguǒ
白果儿	00855	白果儿	báiguǒr
白鹤	00856	白鹤	báihè
白喉	00857	白喉	báihóu
白虎	00858	白虎	báihǔ
白虎星	00859	白虎星	báihǔxīng
白花花	00860	白花花	báihuāhuā
白化	00861	白化	báihuà
白化病	00862	白化病	báihuàbìng
白话	00863	白话1	báihuà
白话	00864	白话2	báihuà
白话	00865	白话	bái·hua
白话诗	00866	白话诗	báihuàshī
白话文	00867	白话文	báihuàwén
白桦	00868	白桦	báihuà
白晃晃	00869	白晃晃	báihuǎnghuǎng
白灰	00870	白灰	báihuī
白芨	00871	白芨	báijī
白及	00872	白及	báijí
白𬶨豚	00873	白𬶨豚	báijìtún
白金	00874	白金	báijīn
白金汉宫	00875	白金汉宫	Báijīnhàn Gōng
白净	00876	白净	bái·jing
白酒	00877	白酒	báijiǔ
白驹过隙	00878	白驹过隙	báijū-guòxì
白剧	00879	白剧	báijù
白卷	00880	白卷	báijuàn
白开水	00881	白开水	báikāishuǐ
白口	00882	白口1	báikǒu
白口	00883	白口2	báikǒu
白蜡	00884	白蜡	báilà
白蜡虫	00885	白蜡虫	báilàchóng
白蜡树	00886	白蜡树	báilàshù
白兰地	00887	白兰地	báilándì
白兰瓜	00888	白兰瓜	báilánguā
白莲教	00889	白莲教	Báiliánjiào
白鲢	00890	白鲢	báilián
白脸	00891	白脸	báiliǎn
白蔹	00892	白蔹	báiliǎn
白磷	00893	白磷	báilín
白蛉	00894	白蛉	báilíng
白领	00895	白领	báilǐng
白鹭	00896	白鹭	báilù
白露	00897	白露	báilù
白马王子	00898	白马王子	báimǎ wángzǐ
白茫茫	00899	白茫茫	báimángmáng
白毛风	00900	白毛风	báimáofēng
白茅	00901	白茅	báimáo
白煤	00902	白煤	báiméi
白蒙蒙	00903	白蒙蒙	báiméngméng
白米	00904	白米	báimǐ
白面	00905	白面	báimiàn
白面儿	00906	白面儿	báimiànr
白面书生	00907	白面书生	báimiàn shūshēng
白描	00908	白描	báimiáo
白名单	00909	白名单	báimíngdān
白木耳	00910	白木耳	báimù’ěr
白内障	00911	白内障	báinèizhàng
白嫩	00912	白嫩	báinèn
白皮书	00913	白皮书	báipíshū
白票	00914	白票	báipiào
白旗	00915	白旗	báiqí
白鳍豚	00916	白鳍豚	báiqítún
白契	00917	白契	báiqì
白杄	00918	白杄	báiqiān
白镪	00919	白镪	báiqiǎng
白区	00920	白区	báiqū
白饶	00921	白饶	báiráo
白热	00922	白热	báirè
白热化	00923	白热化	báirèhuà
白人	00924	白人	Báirén
白刃	00925	白刃	báirèn
白刃战	00926	白刃战	báirènzhàn
白日	00927	白日	báirì
白日见鬼	00928	白日见鬼	báirì-jiànguǐ
白日做梦	00929	白日做梦	báirì-zuòmèng
白肉	00930	白肉	báiròu
白润	00931	白润	báirùn
白色	00932	白色	báisè
白色恐怖	00933	白色恐怖	báisè kǒngbù
白色垃圾	00934	白色垃圾	báisè lājī
白色收入	00935	白色收入	báisè shōurù
白色污染	00936	白色污染	báisè wūrǎn
白山黑水	00937	白山黑水	báishān-hēishuǐ
白鳝	00938	白鳝	báishàn
白食	00939	白食	báishí
白事	00940	白事	báishì
白手	00941	白手	báishǒu
白手起家	00942	白手起家	báishǒu-qǐjiā
白首	00943	白首	báishǒu
白寿	00944	白寿	báishòu
白薯	00945	白薯	báishǔ
白水	00946	白水	báishuǐ
白苏	00947	白苏	báisū
白汤	00948	白汤	báitāng
白糖	00949	白糖	báitáng
白陶	00950	白陶	báitáo
白体	00951	白体	báitǐ
白天	00952	白天	báitiān
白田	00953	白田	báitián
白条	00954	白条1	báitiáo
白条	00955	白条2	báitiáo
白铁	00956	白铁	báitiě
白厅	00957	白厅	Bái Tīng
白铜	00958	白铜	báitóng
白头	00959	白头1	báitóu
白头	00960	白头2	báitóu
白头鹎	00961	白头鹎	báitóubēi
白头翁	00962	白头翁	báitóuwēng
白头偕老	00963	白头偕老	báitóu-xiélǎo
白玩儿	00964	白玩儿	báiwánr
白文	00965	白文	báiwén
白皙	00966	白皙	báixī
白细胞	00967	白细胞	báixìbāo
白鹇	00968	白鹇	báixián
白鲞	00969	白鲞	báixiǎng
白相	00970	白相	báixiàng
白熊	00971	白熊	báixióng
白血病	00972	白血病	báixuèbìng
白血球	00973	白血球	báixuèqiú
白眼	00974	白眼	báiyǎn
白眼儿狼	00975	白眼儿狼	báiyǎnrláng
白眼珠	00976	白眼珠	báiyǎnzhū
白羊座	00977	白羊座	báiyángzuò
白杨	00978	白杨	báiyáng
白药	00979	白药	báiyào
白页	00980	白页	báiyè
白夜	00981	白夜	báiyè
白衣苍狗	00982	白衣苍狗	báiyī-cānggǒu
白衣天使	00983	白衣天使	báiyī tiānshǐ
白衣战士	00984	白衣战士	báiyī zhànshì
白蚁	00985	白蚁	báiyǐ
白翳	00986	白翳	báiyì
白银	00987	白银	báiyín
白玉	00988	白玉	báiyù
白云苍狗	00989	白云苍狗	báiyún-cānggǒu
白云岩	00990	白云岩	báiyúnyán
白灾	00991	白灾	báizāi
白斩鸡	00992	白斩鸡	báizhǎnjī
白芷	00993	白芷	báizhǐ
白纸黑字	00994	白纸黑字	báizhǐ-hēizì
白质	00995	白质	báizhì
白雉	00996	白雉	báizhì
白种	00997	白种	Báizhǒng
白昼	00998	白昼	báizhòu
白昼见鬼	00999	白昼见鬼	báizhòu-jiànguǐ
白术	01000	白术	báizhú
白字	01001	白字	báizì
白族	01002	白族	Báizú
白嘴儿	01003	白嘴儿	báizuǐr
拜	01004	拜	bái
拜拜	01005	拜拜	báibái
百	01006	百	bǎi
百般	01007	百般	bǎibān
百宝箱	01008	百宝箱	bǎibǎoxiāng
百倍	01009	百倍	bǎibèi
百步穿杨	01010	百步穿杨	bǎibù-chuānyáng
百尺竿头，更进一步	01011	百尺竿头，更进一步	bǎichǐ-gāntóu，gèngjìn-yībù
百出	01012	百出	bǎichū
百川归海	01013	百川归海	bǎichuān-guīhǎi
百搭	01014	百搭	bǎidā
百儿八十	01015	百儿八十	bǎi·er-bāshí
百发百中	01016	百发百中	bǎifā-bǎizhòng
百废待举	01017	百废待举	bǎifèi-dàijǔ
百废待兴	01018	百废待兴	bǎifèi-dàixīng
百废俱举	01019	百废俱举	bǎifèi-jùjǔ
百废俱兴	01020	百废俱兴	bǎifèi-jùxīng
百分百	01021	百分百	bǎifēnbǎi
百分比	01022	百分比	bǎifēnbǐ
百分表	01023	百分表	bǎifēnbiǎo
百分尺	01024	百分尺	bǎifēnchǐ
百分点	01025	百分点	bǎifēndiǎn
百分号	01026	百分号	bǎifēnhào
百分率	01027	百分率	bǎifēnlǜ
百分数	01028	百分数	bǎifēnshù
百分之百	01029	百分之百	bǎi fēn zhī bǎi
百分制	01030	百分制	bǎifēnzhì
百感	01031	百感	bǎigǎn
百合	01032	百合	bǎihé
百花齐放	01033	百花齐放	bǎihuā-qífàng
百花齐放，百家争鸣	01034	百花齐放，百家争鸣	bǎihuā-qífàng，bǎijiā-zhēngmíng
百货	01035	百货	bǎihuò
百家争鸣	01036	百家争鸣	bǎijiā-zhēngmíng
百科	01037	百科	bǎikē
百科全书	01038	百科全书	bǎikē quánshū
百孔千疮	01039	百孔千疮	bǎikǒng-qiānchuāng
百口莫辩	01040	百口莫辩	bǎikǒu-mòbiàn
百里	01041	百里	Bǎilǐ
百里挑一	01042	百里挑一	bǎilǐ-tiāoyī
百炼成钢	01043	百炼成钢	bǎiliàn-chénggāng
百灵	01044	百灵	bǎilíng
百忙	01045	百忙	bǎimáng
百衲本	01046	百衲本	bǎinàběn
百衲衣	01047	百衲衣	bǎinàyī
百年	01048	百年	bǎinián
百年不遇	01049	百年不遇	bǎinián-bùyù
百年大计	01050	百年大计	bǎinián-dàjì
百日咳	01051	百日咳	bǎirìké
百日维新	01052	百日维新	Bǎi Rì Wéixīn
百十	01053	百十	bǎishí
百世	01054	百世	bǎishì
百事通	01055	百事通	bǎishìtōng
百思不解	01056	百思不解	bǎisī-bùjiě
百万	01057	百万	bǎiwàn
百闻不如一见	01058	百闻不如一见	bǎi wén bù rú yī jiàn
百无禁忌	01059	百无禁忌	bǎiwú-jìnjì
百无聊赖	01060	百无聊赖	bǎiwú-liáolài
百无一失	01061	百无一失	bǎiwú-yīshī
百无一是	01062	百无一是	bǎiwú-yīshì
百物	01063	百物	bǎiwù
百姓	01064	百姓	bǎixìng
百业	01065	百业	bǎiyè
百叶	01066	百叶	bǎiyè
百叶窗	01067	百叶窗（百页窗）	bǎiyèchuāng
百叶箱	01068	百叶箱	bǎiyèxiāng
百依百顺	01069	百依百顺	bǎiyī-bǎishùn
百战百胜	01070	百战百胜	bǎizhàn-bǎishèng
百战不殆	01071	百战不殆	bǎizhàn-bùdài
百折不回	01072	百折不回	bǎizhé-bùhuí
百折不挠	01073	百折不挠	bǎizhé-bùnáo
百褶裙	01074	百褶裙	bǎizhěqún
百足之虫，死而不僵	01075	百足之虫，死而不僵	bǎizúzhīchóng，sǐ’érbùjiāng
伯	01076	伯	bǎi
佰	01077	佰	bǎi
柏	01078	柏（⁎栢）	bǎi
柏油	01079	柏油	bǎiyóu
捭	01080	捭	bǎi
捭阖	01081	捭阖	bǎihé
摆	01082	摆1（擺）	bǎi
摆	01083	摆2（擺、襬）	bǎi
摆	01084	摆3（擺）	bǎi
摆布	01085	摆布	bǎi·bù
摆动	01086	摆动	bǎidòng
摆渡	01087	摆渡	bǎidù
摆渡车	01088	摆渡车	bǎidùchē
摆放	01089	摆放	bǎifàng
摆功	01090	摆功	bǎi//gōng
摆好	01091	摆好	bǎi//hǎo
摆划	01092	摆划	bǎi·hua
摆架子	01093	摆架子	bǎi jià·zi
摆件	01094	摆件	bǎijiàn
摆局	01095	摆局	bǎi//jú
摆阔	01096	摆阔	bǎi//kuò
摆擂	01097	摆擂	bǎilèi
摆擂台	01098	摆擂台	bǎi lèitái
摆列	01099	摆列	bǎiliè
摆龙门阵	01100	摆龙门阵	bǎi lóngménzhèn
摆门面	01101	摆门面	bǎi mén·mian
摆弄	01102	摆弄	bǎinòng
摆拍	01103	摆拍	bǎipāi
摆平	01104	摆平	bǎi//píng
摆谱儿	01105	摆谱儿	bǎi//pǔr
摆设	01106	摆设	bǎishè
摆设	01107	摆设	bǎi·she
摆手	01108	摆手	bǎi//shǒu
摆摊子	01109	摆摊子	bǎi tān·zi
摆脱	01110	摆脱	bǎituō
摆样子	01111	摆样子	bǎi yàng·zi
摆治	01112	摆治	bǎi·zhì
摆钟	01113	摆钟	bǎizhōng
摆桌	01114	摆桌	bǎi//zhuō
摆子	01115	摆子	bǎi·zi
呗	01116	呗（唄）	bài
败	01117	败（敗）	bài
败北	01118	败北	bàiběi
败笔	01119	败笔	bàibǐ
败兵	01120	败兵	bàibīng
败果	01121	败果	bàiguǒ
败坏	01122	败坏	bàihuài
败火	01123	败火	bài//huǒ
败绩	01124	败绩	bàijì
败家	01125	败家	bài//jiā
败家子	01126	败家子	bàijiāzǐ
败将	01127	败将	bàijiàng
败局	01128	败局	bàijú
败军	01129	败军	bàijūn
败类	01130	败类	bàilèi
败露	01131	败露	bàilù
败落	01132	败落	bàiluò
败诉	01133	败诉	bàisù
败退	01134	败退	bàituì
败亡	01135	败亡	bàiwáng
败胃	01136	败胃	bàiwèi
败象	01137	败象	bàixiàng
败谢	01138	败谢	bàixiè
败兴	01139	败兴	bài//xìng
败絮	01140	败絮	bàixù
败选	01141	败选	bàixuǎn
败血症	01142	败血症	bàixuèzhèng
败叶	01143	败叶	bàiyè
败因	01144	败因	bàiyīn
败仗	01145	败仗	bàizhàng
败阵	01146	败阵	bài//zhèn
败子	01147	败子	bàizǐ
败走	01148	败走	bàizǒu
拜	01149	拜	bài
拜把子	01150	拜把子	bài bǎ·zi
拜别	01151	拜别	bàibié
拜忏	01152	拜忏	bài//chàn
拜辞	01153	拜辞	bàicí
拜倒	01154	拜倒	bàidǎo
拜读	01155	拜读	bàidú
拜访	01156	拜访	bàifǎng
拜佛	01157	拜佛	bài//fó
拜服	01158	拜服	bàifú
拜贺	01159	拜贺	bàihè
拜会	01160	拜会	bàihuì
拜火教	01161	拜火教	Bàihuǒjiào
拜见	01162	拜见	bàijiàn
拜节	01163	拜节	bài//jié
拜金	01164	拜金	bàijīn
拜金主义	01165	拜金主义	bàijīn zhǔyì
拜客	01166	拜客	bài//kè
拜盟	01167	拜盟	bài//méng
拜年	01168	拜年	bài//nián
拜票	01169	拜票	bài//piào
拜认	01170	拜认	bàirèn
拜扫	01171	拜扫	bàisǎo
拜师	01172	拜师	bài//shī
拜识	01173	拜识	bàishí
拜寿	01174	拜寿	bài//shòu
拜堂	01175	拜堂	bài//táng
拜天地	01176	拜天地	bài tiāndì
拜托	01177	拜托	bàituō
拜望	01178	拜望	bàiwàng
拜物教	01179	拜物教	bàiwùjiào
拜谢	01180	拜谢	bàixiè
拜谒	01181	拜谒	bàiyè
稗	01182	稗	bài
稗官野史	01183	稗官野史	bàiguān-yěshǐ
稗子	01184	稗子	bài·zi
𫖔	01185	𫖔（韛）	bài
㗑	01186	㗑	·bai
扳	01187	扳	bān
扳本	01188	扳本	bān//běn
扳不倒儿	01189	扳不倒儿	bānbùdǎor
扳倒	01190	扳倒	bān//dǎo
扳道	01191	扳道	bān//dào
扳机	01192	扳机	bānjī
扳平	01193	扳平	bānpíng
扳手	01194	扳手	bān·shou
扳指儿	01195	扳指儿	bān·zhir
扳子	01196	扳子	bān·zi
攽	01197	攽	bān
班	01198	班	bān
班白	01199	班白	bānbái
班辈	01200	班辈	bānbèi
班驳	01201	班驳	bānbó
班车	01202	班车	bānchē
班次	01203	班次	bāncì
班底	01204	班底	bāndǐ
班房	01205	班房	bānfáng
班会	01206	班会	bānhuì
班机	01207	班机	bānjī
班级	01208	班级	bānjí
班轮	01209	班轮	bānlún
班门弄斧	01210	班门弄斧	bānmén-nòngfǔ
班配	01211	班配	bānpèi
班期	01212	班期	bānqī
班师	01213	班师	bānshī
班线	01214	班线	bānxiàn
班主	01215	班主	bānzhǔ
班主任	01216	班主任	bānzhǔrèn
班子	01217	班子	bān·zi
班组	01218	班组	bānzǔ
般	01219	般1	bān
般	01220	般2	bān
般配	01221	般配	bānpèi
颁	01222	颁（頒）	bān
颁白	01223	颁白	bānbái
颁布	01224	颁布	bānbù
颁发	01225	颁发	bānfā
颁奖	01226	颁奖	bān//jiǎng
颁授	01227	颁授	bānshòu
颁行	01228	颁行	bānxíng
颁赠	01229	颁赠	bānzèng
斑	01230	斑	bān
斑白	01231	斑白（班白、颁白）	bānbái
斑斑	01232	斑斑	bānbān
斑驳	01233	斑驳（班驳）	bānbó
斑驳陆离	01234	斑驳陆离	bānbó-lùlí
斑点	01235	斑点	bāndiǎn
斑痕	01236	斑痕	bānhén
斑鸠	01237	斑鸠	bānjiū
斑斓	01238	斑斓	bānlán
斑马	01239	斑马	bānmǎ
斑马线	01240	斑马线	bānmǎxiàn
斑蝥	01241	斑蝥	bānmáo
斑秃	01242	斑秃	bāntū
斑纹	01243	斑纹	bānwén
斑竹	01244	斑竹	bānzhú
搬	01245	搬	bān
搬兵	01246	搬兵	bān//bīng
搬家	01247	搬家	bān//jiā
搬弄	01248	搬弄	bānnòng
搬弄是非	01249	搬弄是非	bānnòng-shìfēi
搬起石头砸自己的脚	01250	搬起石头砸自己的脚	bānqǐ shí·tou zá zìjǐ ·de jiǎo
搬迁	01251	搬迁	bānqiān
搬演	01252	搬演	bānyǎn
搬移	01253	搬移	bānyí
搬用	01254	搬用	bānyòng
搬运	01255	搬运	bānyùn
斒	01256	斒	bān
斒斓	01257	斒斓	bānlán
瘢	01258	瘢	bān
瘢痕	01259	瘢痕	bānhén
癍	01260	癍	bān
𨭉	01261	𨭉	bān
阪	01262	阪	bǎn
坂	01263	坂（⁎岅）	bǎn
板	01264	板1	bǎn
板	01265	板2（闆）	bǎn
板板六十四	01266	板板六十四	bǎnbǎn liùshísì
板报	01267	板报	bǎnbào
板壁	01268	板壁	bǎnbì
板材	01269	板材	bǎncái
板擦儿	01270	板擦儿	bǎncār
板荡	01271	板荡	bǎndàng
板凳	01272	板凳	bǎndèng
板凳队员	01273	板凳队员	bǎndèng duìyuán
板斧	01274	板斧	bǎnfǔ
板鼓	01275	板鼓	bǎngǔ
板胡	01276	板胡	bǎnhú
板结	01277	板结	bǎnjié
板块	01278	板块	bǎnkuài
板蓝根	01279	板蓝根	bǎnlángēn
板栗	01280	板栗	bǎnlì
板楼	01281	板楼	bǎnlóu
板儿寸	01282	板儿寸	bǎnrcùn
板上钉钉	01283	板上钉钉	bǎnshàng-dìngdīng
板实	01284	板实	bǎn·shi
板式	01285	板式	bǎnshì
板书	01286	板书	bǎnshū
板刷	01287	板刷	bǎnshuā
板瓦	01288	板瓦	bǎnwǎ
板型	01289	板型	bǎnxíng
板鸭	01290	板鸭	bǎnyā
板牙	01291	板牙	bǎnyá
板烟	01292	板烟	bǎnyān
板眼	01293	板眼	bǎnyǎn
板硬	01294	板硬	bǎnyìng
板油	01295	板油	bǎnyóu
板障	01296	板障	bǎnzhàng
板正	01297	板正	bǎnzhèng
板滞	01298	板滞	bǎnzhì
板筑	01299	板筑	bǎnzhù
板子	01300	板子	bǎn·zi
昄	01301	昄	bǎn
版	01302	版	bǎn
版本	01303	版本	bǎnběn
版次	01304	版次	bǎncì
版画	01305	版画	bǎnhuà
版籍	01306	版籍	bǎnjí
版刻	01307	版刻	bǎnkè
版口	01308	版口	bǎnkǒu
版块	01309	版块	bǎnkuài
版面	01310	版面	bǎnmiàn
版纳	01311	版纳	bǎnnà
版权	01312	版权	bǎnquán
版权法	01313	版权法	bǎnquánfǎ
版权页	01314	版权页	bǎnquányè
版式	01315	版式	bǎnshì
版税	01316	版税	bǎnshuì
版图	01317	版图	bǎntú
版心	01318	版心	bǎnxīn
版型	01319	版型	bǎnxíng
版主	01320	版主	bǎnzhǔ
版筑	01321	版筑	bǎnzhù
钣	01322	钣（鈑）	bǎn
钣金	01323	钣金	bǎnjīn
舨	01324	舨	bǎn
蝂	01325	蝂	bǎn
办	01326	办（辦）	bàn
办案	01327	办案	bàn//àn
办差	01328	办差	bànchāi
办法	01329	办法	bànfǎ
办复	01330	办复	bànfù
办公	01331	办公	bàn//gōng
办公室	01332	办公室	bàngōngshì
办结	01333	办结	bànjié
办理	01334	办理	bànlǐ
办事	01335	办事	bàn//shì
办事处	01336	办事处	bànshìchù
办事员	01337	办事员	bànshìyuán
办学	01338	办学	bànxué
办罪	01339	办罪	bàn//zuì
半	01340	半	bàn
半百	01341	半百	bànbǎi
半…半…	01342	半…半…	bàn…bàn…
半半拉拉	01343	半半拉拉	bàn·banlālā
半辈子	01344	半辈子	bànbèi·zi
半壁	01345	半壁	bànbì
半壁江山	01346	半壁江山	bànbì-jiāngshān
半边	01347	半边	bànbiān
半边天	01348	半边天	bànbiāntiān
半彪子	01349	半彪子	bànbiāo·zi
半…不…	01350	半…不…	bàn…bù…
半成品	01351	半成品	bànchéngpǐn
半大	01352	半大	bàndà
半大不小	01353	半大不小	bàndà-bùxiǎo
半导体	01354	半导体	bàndǎotǐ
半岛	01355	半岛	bàndǎo
半道儿	01356	半道儿	bàndàor
半点儿	01357	半点儿	bàndiǎnr
半吊子	01358	半吊子	bàndiào·zi
半封建	01359	半封建	bànfēngjiàn
半疯儿	01360	半疯儿	bànfēngr
半价	01361	半价	bànjià
半截儿	01362	半截儿	bànjiér
半斤八两	01363	半斤八两	bànjīn-bāliǎng
半径	01364	半径	bànjìng
半决赛	01365	半决赛	bànjuésài
半空	01366	半空	bànkōng
半拉	01367	半拉	bànlǎ
半劳动力	01368	半劳动力	bànláodònglì
半劳力	01369	半劳力	bànláolì
半老徐娘	01370	半老徐娘	bànlǎo-xúniáng
半流体	01371	半流体	bànliútǐ
半路	01372	半路	bànlù
半路出家	01373	半路出家	bànlù-chūjiā
半路夫妻	01374	半路夫妻	bànlù fūqī
半票	01375	半票	bànpiào
半瓶醋	01376	半瓶醋	bànpíngcù
半日制	01377	半日制	bànrìzhì
半山腰	01378	半山腰	bànshānyāo
半晌	01379	半晌	bànshǎng
半身不遂	01380	半身不遂	bànshēn bùsuí
半生	01381	半生	bànshēng
半生不熟	01382	半生不熟	bànshēng-bùshú
半世	01383	半世	bànshì
半熟脸儿	01384	半熟脸儿	bànshóuliǎnr
半数	01385	半数	bànshù
半衰期	01386	半衰期	bànshuāiqī
半死	01387	半死	bànsǐ
半死不活	01388	半死不活	bànsǐ-bùhuó
半天	01389	半天	bàntiān
半途	01390	半途	bàntú
半途而废	01391	半途而废	bàntú’érfèi
半推半就	01392	半推半就	bàntuī-bànjiù
半文盲	01393	半文盲	bànwénmáng
半夏	01394	半夏	bànxià
半信半疑	01395	半信半疑	bànxìn-bànyí
半休	01396	半休	bànxiū
半夜	01397	半夜	bànyè
半夜三更	01398	半夜三更	bànyè-sāngēng
半音	01399	半音	bànyīn
半元音	01400	半元音	bànyuányīn
半圆	01401	半圆	bànyuán
半月刊	01402	半月刊	bànyuèkān
半殖民地	01403	半殖民地	bànzhímíndì
