# 中華語文大辭典
# https://github.com/g0v/moedict-data-csld/blob/master/中華語文大辭典全稿-20160620.csv
# 对应中華語文知識庫（台灣版）数据；
#
# 正體字形	簡化字形	字詞流水序	音序	臺／陸特有詞	臺／陸特有音	臺灣漢拼	大陸漢拼

程不識	程不识	1029280003				chénɡbúshì	chénɡbùshí
程式	程式	1029280004				chénɡshì	
程式化	程式化	1029280005				chénɡshìhuà	
程式員	程式员	1029280007		▲		chénɡshìyuán	
程式設計	程式设计	1029280008		▲		chénɡshì shèjì	
程式控制	程式控制	1029280010		▲		chénɡshì kònɡzhì	
程式語言	程式语言	1029280012		▲		chénɡshì yǔyán	
程朱學派	程朱学派	1029280014				chénɡzhū xuépài	
程序	程序	1029280015				chénɡxù	
程序法	程序法	1029280016				chénɡxùfǎ	
程序員	程序员	1029280017		★		chénɡxùyuán	
程序設計	程序设计	1029280018		★		chénɡxù shèjì	
程序設計語言	程序设计语言	1029280019		★		chénɡxù shèjì yǔyán	
程序控制	程序控制	1029280021		★		chénɡxù kònɡzhì	
程序語言	程序语言	1029280023		★		chénɡxù yǔyán	
程門立雪	程门立雪	1029280024				chénɡmén-lìxuě	
程度	程度	1029280025				chénɡdù	
程咬金	程咬金	1029280026				chénɡyǎojīn	
程控	程控	1029280028				chénɡkònɡ	
程控電話	程控电话	1029280029		★		chénɡkònɡ diànhuà	
程控機	程控机	1029280030		★		chénɡkònɡjī	
程普	程普	1029280031				chénɡpǔ	
程菲跳	程菲跳	1029280032				chénɡfēitiào	
程登吉	程登吉	1029280033				chénɡdēnɡjí	
程陽永濟橋	程阳永济桥	1029280035				chénɡyánɡ yǒnɡjìqiáo	
程榮	程荣	1029280036				chénɡrónɡ	
程瑤田	程瑶田	1029280037				chénɡyáotián	
程鄭	程郑	1029280038				chénɡzhènɡ	
程頤	程颐	1029280040				chénɡyí	
程嬰	程婴	1029280041				chénɡyīnɡ	
程邈	程邈	1029280042				chénɡmiǎo	
程鵬舉	程鹏举	1029280043				chénɡpénɡjǔ	
程顥	程颢	1029280044				chénɡhào	
稅	税	1029290000				shuì	
稅目	税目	1029290001				shuìmù	
稅收	税收	1029290002				shuìshōu	
稅利	税利	1029290003				shuìlì	
稅法	税法	1029290004				shuìfǎ	
稅金	税金	1029290005				shuìjīn	
稅制	税制	1029290006				shuìzhì	
稅則	税则	1029290008				shuìzé	
稅後	税后	1029290009				shuìhòu	
稅負	税负	1029290010				shuìfù	
稅負制	税负制	1029290011		▲		shuìfùzhì	
稅案	税案	1029290012				shuì’àn	
稅捐	税捐	1029290013				shuìjuān	
稅耗子	税耗子	1029290015		★		shuìhàozi	
稅率	税率	1029290016				shuìlǜ	
稅基	税基	1029290017				shuìjī	
稅票	税票	1029290018				shuìpiào	
稅控機	税控机	1029290019		★		shuìkònɡjī	
稅務	税务	1029290020				shuìwù	
稅款	税款	1029290021				shuìkuǎn	
稅單	税单	1029290022				shuìdān	
稅費	税费	1029290023				shuìfèi	
稅源	税源	1029290024				shuìyuán	
稅種	税种	1029290025				shuìzhǒnɡ	
稅駕	税驾	1029290027				shuìjià	tuōjià
稅額	税额	1029290028				shuì’é	
稀		1029300000				xī	
稀土元素		1029300001				xītǔ yuánsù	
稀土金屬	稀土金属	1029300002				xītǔ jīnshǔ	
稀巴爛	稀巴烂	1029300003				xībālàn	
稀少		1029300004				xīshǎo	
稀世		1029300005				xīshì	
稀有	稀有	1029300006				xīyǒu	
稀有元素	稀有元素	1029300007				xīyǒu yuánsù	
稀有金屬	稀有金属	1029300008				xīyǒu jīnshǔ	
稀有氣體	稀有气体	1029300009				xīyǒu qìtǐ	
稀罕	稀罕	1029300010				xīhǎn	xīhɑn
稀里嘩啦	稀里哗啦	1029300011				xīlǐhuālā	xīlihuālā
稀泥	稀泥	1029300012				xīní	
稀奇		1029300013				xīqí	
稀奇古怪		1029300014				xīqí-ɡǔɡuài	
稀拉		1029300015				xīlā	xīlɑ
稀客		1029300016				xīkè	
稀料	稀料	1029300017		★		xīliào	
稀缺	稀缺	1029300018				xīquē	
稀疏	稀疏	1029300019				xīshū	
稀貴	稀贵	1029300020				xīɡuì	
稀飯	稀饭	1029300021				xīfàn	
稀稀拉拉		1029300022				xīxī-lālā	xīxi-lālā
稀稀落落	稀稀落落	1029300023				xīxī-luòluò	xīxi-luòluò
稀粥	稀粥	1029300024				xīzhōu	
稀裡糊塗	稀里糊涂	1029300026				xīlihútú	
稀落	稀落	1029300027				xīluò	
稀薄	稀薄	1029300028				xībó	
稀鬆	稀松	1029300029				xīsōnɡ	
稀釋	稀释	1029300030				xīshì	
稀爛	稀烂	1029300031				xīlàn	
稜	棱	1029310000				lénɡ	
稜角	棱角	1029310003				lénɡjiǎo	
稜柱	棱柱	1029310004				lénɡzhù	
稜臺	棱台	1029310005				lénɡtái	
稜線	棱线	1029310006				lénɡxiàn	
稜錐	棱锥	1029310007				lénɡzhuī	
稜錐體	棱锥体	1029310008				lénɡzhuītǐ	
稜鏡	棱镜	1029310009				lénɡjìnɡ	
稚		1029320000				zhì	
稚子		1029320001				zhìzǐ	
稚拙		1029320002				zhìzhuó	zhìzhuō
稚氣	稚气	1029320003				zhìqì	
稚弱		1029320004				zhìruò	
稚嫩	稚嫩	1029320005				zhìnèn	
稚蟲	稚虫	1029320006				zhìchónɡ	
稚齡	稚龄	1029320007				zhìlínɡ	
稠		1029330000				chóu	
稠人廣眾	稠人广众	1029330001				chóurén-ɡuǎnɡzhònɡ	
稠密	稠密	1029330004				chóumì	
稠密性	稠密性	1029330005				chóumìxìnɡ	
稔	稔	1029340000				rěn	
稟	禀	1029350000				bǐnɡ	
稟白	禀白	1029350001				bǐnɡbái	
稟呈	禀呈	1029350002				bǐnɡchénɡ	
稟告	禀告	1029350003				bǐnɡɡào	
稟性	禀性	1029350004				bǐnɡxìnɡ	
稟明	禀明	1029350005				bǐnɡmínɡ	
稟帖	禀帖	1029350006				bǐnɡtiě	
稟命	禀命	1029350008				bǐnɡmìnɡ	
稟承	秉承	1029350009				bǐnɡchénɡ	
稟陳	禀陈	1029350010				bǐnɡchén	
稟報	禀报	1029350011				bǐnɡbào	
稟賦	禀赋	1029350012				bǐnɡfù	
種	种	1029360000	1			zhǒnɡ	
種	种	1029360000	2			zhònɡ	
種子	种子	1029360002				zhǒnɡzǐ	zhǒnɡzi
種子球員	种子球员	1029360003				zhǒnɡzǐ qiúyuán	zhǒnɡzi qiúyuán
種子隊	种子队	1029360004				zhǒnɡzǐduì	zhǒnɡziduì
種子選手	种子选手	1029360005				zhǒnɡzǐ xuǎnshǒu	zhǒnɡzi xuǎnshǒu
種牛	种牛	1029360007				zhǒnɡniú	
種牛痘	种牛痘	1029360008				zhònɡniúdòu	
種仁	种仁	1029360009				zhǒnɡrén	
種化	种化	1029360010				zhǒnɡhuà	
種田	种田	1029360012				zhònɡtián	
種瓜得瓜，種豆得豆	种瓜得瓜，种豆得豆	1029360014				zhònɡɡuā-déɡuā,zhònɡdòu-dédòu	
種羊	种羊	1029360015				zhǒnɡyánɡ	
種地	种地	1029360016				zhònɡdì	
種因	种因	1029360017				zhònɡyīn	
種作	种作	1029360019				zhònɡzuò	
種性	种性	1029360020				zhǒnɡxìnɡ	
種花	种花	1029360021				zhònɡhuā	
種姓	种姓	1029360023				zhǒnɡxìnɡ	
種姓制度	种姓制度	1029360024				zhǒnɡxìnɡ zhìdù	
種苗	种苗	1029360026				zhǒnɡmiáo	
種畜	种畜	1029360027				zhǒnɡchù	
種差	种差	1029360028				zhǒnɡchā	
種馬	种马	1029360029				zhǒnɡmǎ	
種麻	种麻	1029360030				zhǒnɡmá	
種族	种族	1029360031				zhǒnɡzú	
種族主義	种族主义	1029360032				zhǒnɡzú zhǔyì	
種族平等	种族平等	1029360033				zhǒnɡzú pínɡděnɡ	
種族歧視	种族歧视	1029360034				zhǒnɡzú qíshì	
種族偏見	种族偏见	1029360035				zhǒnɡzú piānjiàn	
種族隔離	种族隔离	1029360036				zhǒnɡzú ɡélí	
種梨	种梨	1029360037				zhònɡlí	
種蛋	种蛋	1029360039				zhǒnɡdàn	
種痘	种痘	1029360040				zhònɡdòu	
種植	种植	1029360041				zhònɡzhí	
種植園	种植园	1029360042				zhònɡzhíyuán	
種禽	种禽	1029360044				zhǒnɡqín	
種群	种群	1029360045				zhǒnɡqún	
種群指數生長	种群指数生长	1029360046		★		zhǒnɡqún zhǐshù shēnɡzhǎnɡ	
種種	种种	1029360047				zhǒnɡzhǒnɡ	
種豬	种猪	1029360048				zhǒnɡzhū	
種德	种德	1029360049				zhònɡdé	
種樹郭橐駝傳	种树郭橐驼传	1029360050				zhònɡshù ɡuōtuótuó zhuàn	
種類	种类	1029360051				zhǒnɡlèi	
種屬	种属	1029360052				zhǒnɡshǔ	
稱	称	1029370000	1			chēnɡ	
稱	称	1029370000	2			chènɡ	
稱	称	1029370000	3			chènɡ	chèn
稱心	称心	1029370003				chènɡxīn	chènxīn
稱心如意	称心如意	1029370004				chènɡxīn-rúyì	chènxīn-rúyì
稱王	称王	1029370005				chēnɡwánɡ	
稱王封后	称王封后	1029370006				chēnɡwánɡ-fēnɡhòu	
稱王稱霸	称王称霸	1029370008				chēnɡwánɡ-chēnɡbà	
稱引	称引	1029370009				chēnɡyǐn	
稱兄道弟	称兄道弟	1029370010				chēnɡxiōnɡ-dàodì	
稱臣	称臣	1029370011				chēnɡchén	
稱快	称快	1029370012				chēnɡkuài	
稱伯	称伯	1029370014				chēnɡbà	
稱身	称身	1029370015				chènɡshēn	chènshēn
稱奇	称奇	1029370016				chēnɡqí	
稱呼	称呼	1029370017				chēnɡhū	chēnɡhu
稱孤道寡	称孤道寡	1029370018				chēnɡɡū-dàoɡuǎ	
稱帝	称帝	1029370019				chēnɡdì	
稱述	称述	1029370021				chēnɡshù	
稱便	称便	1029370022				chēnɡbiàn	
稱病	称病	1029370023				chēnɡbìnɡ	
稱許	称许	1029370024				chēnɡxǔ	
稱得上	称得上	1029370025				chēnɡdeshànɡ	
稱尊	称尊	1029370026				chēnɡzūn	
稱雄	称雄	1029370027				chēnɡxiónɡ	
稱量	称量	1029370029				chēnɡliánɡ	
稱賀	称贺	1029370031				chēnɡhè	
稱絕	称绝	1029370032				chēnɡjué	
稱意	称意	1029370033				chènɡyì	chènyì
稱羨	称羡	1029370034				chēnɡxiàn	
稱道	称道	1029370035				chēnɡdào	
稱號	称号	1029370036				chēnɡhào	
稱頌	称颂	1029370037				chēnɡsònɡ	
稱說	称说	1029370038				chēnɡshuō	
稱嘆	称叹	1029370040				chēnɡtàn	
稱歎	称叹	1029370042				chēnɡtàn	
稱賞	称赏	1029370043				chēnɡshǎnɡ	
稱謂	称谓	1029370044				chēnɡwèi	
稱頭	称头	1029370045		▲		chènɡtóu	chèntóu
稱錢	称钱	1029370046		★		chènɡqián	chènqián
稱謝	称谢	1029370047				chēnɡxiè	
稱職	称职	1029370048				chènɡzhí	chènzhí
稱觴祝嘏	称觞祝嘏	1029370050				chēnɡshānɡ-zhùɡǔ	
稱願	称愿	1029370051				chènɡyuàn	chènyuàn
稱霸	称霸	1029370053				chēnɡbà	
稱譽	称誉	1029370054				chēnɡyù	
稱體裁衣	称体裁衣	1029370055				chènɡtǐ-cáiyī	chèntǐ-cáiyī
稱讚	称赞	1029370056				chēnɡzàn	
稿		1029380000				ɡǎo	
稿子		1029380001				ɡǎozi	
稿本		1029380002				ɡǎoběn	
稿件		1029380003				ɡǎojiàn	
稿約	稿约	1029380005				ɡǎoyuē	
稿紙	稿纸	1029380006				ɡǎozhǐ	
稿費	稿费	1029380007				ɡǎofèi	
稿源		1029380008				ɡǎoyuán	
稿酬	稿酬	1029380009				ɡǎochóu	
稼		1029390000				jià	
稼穡	稼穑	1029390001				jiàsè	
穀	谷	1029400000	1			ɡǔ	
穀		1029400000	2			ɡǔ	
穀子	谷子	1029400001				ɡǔzi	
穀雨	谷雨	1029400004				ɡǔyǔ	
穀芽	谷芽	1029400005				ɡǔyá	
穀物	谷物	1029400006				ɡǔwù	
穀草	谷草	1029400007				ɡǔcǎo	
穀倉	谷仓	1029400008				ɡǔcānɡ	
穀胺酸	谷氨酸	1029400009				ɡǔ’ānsuān	ɡǔ’ànsuān
穀梁	谷梁	1029400010				ɡǔliánɡ	
穀梁赤	谷梁赤	1029400011				ɡǔliánɡchì	
穀梁傳	谷梁传	1029400012				ɡǔliánɡzhuàn	
穀粒	谷粒	1029400013				ɡǔlì	
穀莠子	谷莠子	1029400014				ɡǔyòuzi	ɡǔyǒuzi
穀賤傷農	谷贱伤农	1029400017				ɡǔjiàn-shānɡnónɡ	
穀糠	谷糠	1029400018				ɡǔkānɡ	
穀穗	谷穗	1029400019				ɡǔsuì	
穀類	谷类	1029400020				ɡǔlèi	
穀類作物	谷类作物	1029400021				ɡǔlèi zuòwù	
稽	稽	1029410000	1			jī	
稽	稽	1029410000	2			qǐ	
稽考	稽考	1029410002				jīkǎo	
稽延	稽延	1029410003				jīyán	
稽首	稽首	1029410004				qǐshǒu	
稽查	稽查	1029410005				jīchá	
稽查員	稽查员	1029410006				jīcháyuán	
稽核	稽核	1029410007				jīhé	
稽留	稽留	1029410008				jīliú	
稽徵	稽征	1029410009				jīzhēnɡ	
稽覈	稽核	1029410011				jīhé	
稷	稷	1029420000				jì	
稷下學派	稷下学派	1029420001				jìxià xuépài	
稻		1029430000				dào	
稻子		1029430001				dàozi	
稻田		1029430002				dàotián	
稻米	稻米	1029430003				dàomǐ	
稻作		1029430005				dàozuò	
稻苗	稻苗	1029430006				dàomiáo	
稻草	稻草	1029430007				dàocǎo	
稻草人	稻草人	1029430008				dàocǎorén	
稻秧	稻秧	1029430009				dàoyānɡ	
稻殼	稻壳	1029430011				dàoké	
稻農	稻农	1029430013				dàonónɡ	
稻種	稻种	1029430014				dàozhǒnɡ	
稻瘟病	稻瘟病	1029430015				dàowēnbìnɡ	
稻穀	稻谷	1029430016				dàoɡǔ	
稻熱病	稻热病	1029430017				dàorèbìnɡ	
稻螟		1029430019				dàomínɡ	
稻穗	稻穗	1029430021				dàosuì	
積	积	1029440000				jī	
積久	积久	1029440001				jījiǔ	
積木	积木	1029440002				jīmù	
積分	积分	1029440004				jīfēn	
積分卡	积分卡	1029440005				jīfēnkǎ	
積分榜	积分榜	1029440006				jīfēnbǎnɡ	
積欠	积欠	1029440007				jīqiàn	
積少成多	积少成多	1029440008				jīshǎo-chénɡduō	
積水	积水	1029440009				jīshuǐ	
積水成淵	积水成渊	1029440010				jīshuǐ-chénɡyuān	
積存	积存	1029440011				jīcún	
積年	积年	1029440012				jīnián	
積年累月	积年累月	1029440013				jīnián-lěiyuè	
積羽沉舟	积羽沉舟	1029440014				jīyǔ-chénzhōu	
積雨	积雨	1029440015				jīyǔ	
積雨雲	积雨云	1029440016				jīyǔyún	
積非成是	积非成是	1029440017				jīfēi-chénɡshì	
積肥	积肥	1029440018				jīféi	
積食	积食	1029440020				jīshí	
積重難返	积重难返	1029440021				jīzhònɡ-nánfǎn	
積怨	积怨	1029440022				jīyuàn	
積案	积案	1029440023				jī’àn	
積時帖	积时帖	1029440024				jīshítiě	jīshítiè
積書巖摹古帖	积书岩摹古帖	1029440025				jīshūyán mó ɡǔtiě	jīshūyán mó ɡǔtiè
積雪	积雪	1029440027				jīxuě	
積累	积累	1029440028				jīlěi	
積貧積弱	积贫积弱	1029440030				jīpín-jīruò	
積健為雄	积健为雄	1029440031				jījiàn-wéixiónɡ	
積習	积习	1029440032				jīxí	
積習成常	积习成常	1029440033				jīxí-chénɡchánɡ	
積習難改	积习难改	1029440034				jīxí-nánɡǎi	
積善	积善	1029440035				jīshàn	
積善之家	积善之家	1029440036				jīshànzhījiā	
積善之家，必有餘慶	积善之家，必有余庆	1029440037				jīshànzhījiā,bìyǒuyúqìnɡ	
積善餘慶	积善余庆	1029440038				jīshàn-yúqìnɡ	
積勞成疾	积劳成疾	1029440040				jīláo-chénɡjí	
積雲	积云	1029440041				jīyún	
積極	积极	1029440043				jījí	
積極分子	积极分子	1029440044				jījí fènzǐ	
積極休息	积极休息	1029440045		★		jījí xiūxí	jījí xiūxī
積極性	积极性	1029440046				jījíxìnɡ	
積毀銷骨	积毁销骨	1029440047				jīhuǐ-xiāoɡǔ	
積微成著	积微成着	1029440048				jīwéi-chénɡzhù	jīwēi-chénɡzhù
積漸	积渐	1029440049				jījiàn	
積弊	积弊	1029440050				jībì	
積聚	积聚	1029440051				jījù	
積蓄	积蓄	1029440052				jīxù	
積憤	积愤	1029440054				jīfèn	
積數	积数	1029440056				jīshù	
積德	积德	1029440057				jīdé	
積澱	积淀	1029440058				jīdiàn	
積壓	积压	1029440060				jīyā	
積儲	积储	1029440062				jīchú	jīchǔ
積攢	积攒	1029440063				jīzǎn	
積體電路	积体电路	1029440064		▲		jītǐ diànlù	
積鬱	积郁	1029440065				jīyù	
穎	颖	1029450000				yǐnɡ	
穎悟	颖悟	1029450004				yǐnɡwù	
穎脫	颖脱	1029450006				yǐnɡtuō	
穆		1029460000				mù	
穆天子		1029460001				mùtiānzǐ	
穆天子傳	穆天子传	1029460002				mùtiānzǐzhuàn	
穆弘		1029460003				mùhónɡ	
穆桂英	穆桂英	1029460004				mùɡuìyīnɡ	
穆修	穆修	1029460005				mùxiū	
穆斯林		1029460006				mùsīlín	
穌	稣	1029470000				sū	
穗	穗	1029480000				suì	
穗子	穗子	1029480001				suìzi	
穗狀花序	穗状花序	1029480003				suìzhuànɡ huāxù	
穡	穑	1029490000				sè	
穢	秽	1029500000				huì	
穢土	秽土	1029500001				huìtǔ	
穢水	秽水	1029500002				huìshuǐ	
穢行	秽行	1029500003				huìxínɡ	
穢言	秽言	1029500004				huìyán	
穢氣	秽气	1029500007				huìqì	
穢跡	秽迹	1029500008				huìjī	huìjì
穢語	秽语	1029500010				huìyǔ	
穢聞	秽闻	1029500011				huìwén	
穢質	秽质	1029500012				huìzhí	huìzhì
穫	获	1029510000				huò	
穩	稳	1029520000				wěn	
穩如泰山	稳如泰山	1029520001				wěnrútàishān	
穩步	稳步	1029520002				wěnbù	
穩妥	稳妥	1029520003				wěntuǒ	
穩坐釣魚臺	稳坐钓鱼台	1029520004		★		wěn zuò diàoyútái	
穩住	稳住	1029520005				wěnzhù	
穩住架	稳住架	1029520006		★		wěnzhùjià	
穩住砣	稳住砣	1029520007		★		wěnzhùtuó	
穩住舵	稳住舵	1029520008				wěnzhùduò	
穩定	稳定	1029520009				wěndìnɡ	
穩固	稳固	1029520010				wěnɡù	
穩重	稳重	1029520012				wěnzhònɡ	
穩便	稳便	1029520013				wěnbiàn	
穩拿	稳拿	1029520014				wěnná	
穩婆	稳婆	1029520015				wěnpó	
穩產	稳产	1029520016		★		wěnchǎn	
穩紮穩打	稳扎稳打	1029520017				wěnzhá-wěndǎ	wěnzhā-wěndǎ
穩健	稳健	1029520018				wěnjiàn	
穩當	稳当	1029520019				wěndànɡ	wěndɑnɡ
穩操勝券	稳操胜券	1029520020				wěncāo-shènɡquàn	
穩壓電源	稳压电源	1029520021				wěnyā diànyuán	
穩獲	稳获	1029520023				wěnhuò	
穴		1029530000				xuè	xué
穴見	穴见	1029530002				xuèjiàn	xuéjiàn
穴位		1029530003				xuèwèi	xuéwèi
穴居		1029530004				xuèjū	xuéjū
穴居野處	穴居野处	1029530005				xuèjū-yěchǔ	xuéjū-yěchǔ
穴處	穴处	1029530006				xuèchǔ	xuéchǔ
穴道	穴道	1029530008				xuèdào	xuédào
穴播	穴播	1029530009				xuèbò	xuébō
穴頭	穴头	1029530010		★		xuètóu	xuétóu
究	究	1029540000				jiù	jiū
究其實	究其实	1029540002				jiùqíshí	jiūqíshí
究查	究查	1029540003				jiùchá	jiūchá
究竟	究竟	1029540005				jiùjìnɡ	jiūjìnɡ
究問	究问	1029540007				jiùwèn	jiūwèn
究詰	究诘	1029540008				jiùjié	jiūjié
空	空	1029550000	1			kōnɡ	
空	空	1029550000	2			kònɡ	
空大	空大	1029550001		▲		kōnɡdà	
空口	空口	1029550002				kōnɡkǒu	
空口無憑	空口无凭	1029550003				kōnɡkǒu-wúpínɡ	
空口說白話	空口说白话	1029550004				kōnɡkǒu shuō báihuà	
空子	空子	1029550005				kònɡzi	
空文	空文	1029550006				kōnɡwén	
空心	空心	1029550007	1			kōnɡxīn	
空心	空心	1029550007	2			kònɡxīn	
空心菜	空心菜	1029550008				kōnɡxīncài	
空心磚	空心砖	1029550009				kōnɡxīnzhuān	
空心蘿蔔	空心萝卜	1029550010				kōnɡxīn luóbo	
空中	空中	1029550013				kōnɡzhōnɡ	
空中大學	空中大学	1029550014		▲		kōnɡzhōnɡ dàxué	
空中小姐	空中小姐	1029550015				kōnɡzhōnɡ xiǎojiě	
空中巴士	空中巴士	1029550017				kōnɡzhōnɡ bāshì	
空中少爺	空中少爷	1029550018				kōnɡzhōnɡ shàoyé	kōnɡzhōnɡ shàoye
空中加油	空中加油	1029550019				kōnɡzhōnɡ jiāyóu	
空中交易	空中交易	1029550020				kōnɡzhōnɡ jiāoyì	
空中先生	空中先生	1029550021		★		kōnɡzhōnɡ xiānshenɡ	
空中花園	空中花园	1029550022				kōnɡzhōnɡ huāyuán	
空中客車	空中客车	1029550023		★		kōnɡzhōnɡ kèchē	
空中飛人	空中飞人	1029550024				kōnɡzhōnɡ fēirén	
空中飛車	空中飞车	1029550025				kōnɡzhōnɡ fēichē	
空中造雨	空中造雨	1029550026				kōnɡzhōnɡ zàoyǔ	
空中管制	空中管制	1029550027				kōnɡzhōnɡ ɡuǎnzhì	
空中樓閣	空中楼阁	1029550028				kōnɡzhōnɡ-lóuɡé	
空中機器人	空中机器人	1029550029				kōnɡzhōnɡ jīqìrén	
空中學校	空中学校	1029550030		▲		kōnɡzhōnɡ xuéxiào	
空中警察	空中警察	1029550031				kōnɡzhōnɡ jǐnɡchá	
空手	空手	1029550033				kōnɡshǒu	
空手道	空手道	1029550035				kōnɡshǒudào	
空巴	空巴	1029550036				kōnɡbā	
